rest_name,address,postal_code,latitude,longitude,opening,username,userid,user_location,user_rating,review_date,comment
Rong Ji Seafood,7030 Ang Mo Kio Avenue 5 Singapore 569880 Singapore ,569880,1.37792345221534,103.875389838376,[],Lin C.,k0oHn1KVp2X8dg826z7oXg,"Singapore, Singapore",3,10/18/2015,"This place is very well hidden at the back lanes of a industrial building.  Nonetheless the crowd keeps streaming for their meals even at night. Hence the food standard is suspected to be good. Horfun is one of the delicacy here and hence the standard of evaluation is higher without doubt. I hv ordered a medium packet of houfun with excitement and anxiety as rumor was that it taste great here. The verdict unfortunately was not up to my liking.  It lack the ""wok hei"" smell (slight burnt smell but not charred) that I missed for years though the ingredients were plentiful."
Rong Ji Seafood,7030 Ang Mo Kio Avenue 5 Singapore 569880 Singapore ,569880,1.37792345221534,103.875389838376,[],Melissa Y.,H8mXfh5XgGCqmMLwVH7k5A,"Singapore, Singapore",1,12/21/2014,"Located at North Star which is an automotive industrial estate, you can't miss it, tons of tyre shops, at the back of it facing amk ave 5 is Rongji seafood, moved from jalan kayu to this even more ulu locationWaited 1hr 30 mins for the food to be served and every dish was laden with sugar which had me reaching for my drink every mouthful!! The deer meat was okay, but it was drenched in oil. It was tender but you had to dig for the meat under layers of onion.. The ngoh hiang was okay.. Nothing to rave about..The claypot fish was too sweet, I did enjoy the cabbage and pork in there and everyone commented that the fish head was huge.The veggies were also drenched in oil with dried onions sprinkled on top.The lor bak or thick fat pork was so so, the sauce was too sweet.The spicy fried sotong was super sweet which killed my throat. I'm suffering now from this meal.All in all for $125 for each table of 8-9 people it is dirt cheap but the wait was so long, my aunty had to take gastric pills whilst waiting. And the food is just terrible. They are famous for their crabs but they had run out. But I will not give this place another go. It's just terrible.When we asked for two baby chairs, a grumpy aunty gave me a stern look and said, go find yourself..  Really? Is it that hard? We had two babies at the table!"
Rong Ji Seafood,7030 Ang Mo Kio Avenue 5 Singapore 569880 Singapore ,569880,1.37792345221534,103.875389838376,[],Emily C.,uGgqwgJwuXtgixjyOVDSNw,"Singapore, Singapore",1,8/12/2015,"My first visit to Rong Ji, very disappointed.  My sister & her friend recommended us to go there for good crabs. We ordered 3 crabs, 1 veg, 1 fish & 1 prawn paste chicken. They came back saying prawn paste chicken sold out. As we dig into the first black pepper crab, noticed that the meat shrunken. You see very big claw but when you break the shell the meat is only half the size. Moving on to the 2nd chilli crab, same thing, 3rd butter crab even smaller. Steam fish taste great! All in $306, they gave us $6 discount for the crabs issue. :(We walk all the way to the front to ask them to help pack the left over crabs, they told us to bring all the plates back ourselves in order for them to pack for us.  They did help to pack our food only when we ask them to come collect the payment.Their cooking is quite good but my crab feast is a total flop."
Nam Kee Chicken Rice,201 Upper Thomson Rd Singapore 574343 Singapore ,574343,1.35187986898163,103.835173719394,[],Leslie S.,69BnQt-ykPsqriePrJKIqw,"Singapore, Singapore",5,10/21/2019,"Very very old school. When you come in, you feel like you are almost transported to the 1980s or a Hong Kong cafe movie set. The coin operated orange telephone reminds you of that. The squeaky bench that hadn't been replaced in decades had some flying insect lurking around. Because I was transported back in time, it seems like that can be forgiven. The food came... rice was flavourful, not too oily and just not as mushy as I expected. It was good. The chicken is not as tender as what you'd have at Tian Tian of course. But it is still very smooth. A little gelatinous chicken fat falls into the sauce. We ordered a $10 portion for two persons instead of the $8 and they were honest. Portions ain't too small. (They were flexible to accommodate whatever price for your chicken portion). The soups were also good recommendations. At $3 its almost too good to be true with two persons sharing. All the soups here are generally good. But I do have doubts why they add raw cabbages into it. As if to say this is old school and we do not care why. Then the surprising stunner. Bittergourd with eggs stir fried. It was awesome. We gobbled it all up. It was cooked so well we can't explain it. You still tastes the slight bitterness of the bittergourd but the eggs and sauce neutralises it to the degree that you do not mind. When comes the time for the bill, an old lady with a wide smile came over to us to bid us goodbye as if to say she will be here stuck in time till our next visit, in that time capsule restaurant, while we move on to the future. 5 stars for the nostalgia and the food that pairs with it."
Nam Kee Chicken Rice,201 Upper Thomson Rd Singapore 574343 Singapore ,574343,1.35187986898163,103.835173719394,[],Jing T.,eoCOG6LK_c0JcrU31OAnjg,"Singapore, Singapore",5,6/24/2019,One very grouchy staff (others ok) but the food more than makes up for this.  We get takeaways most of the time.
Nam Kee Chicken Rice,201 Upper Thomson Rd Singapore 574343 Singapore ,574343,1.35187986898163,103.835173719394,[],David L.,ky3DB9i9lDJ7OAZdkZyv7g,"Mississauga, Canada",4,8/30/2014,"Having grown up in the neighbourhood since the late 60s, my family and I have been coming here for ages.I enjoy the chicken rice here.Very succulent meat and not too oily.The rice that accompanies the chicken is quite flavorful.I like that you can also order some other Hainanese dishes like the chicken chop and vegetables.I also find it 'cute' that they still calculate the bill the old school way where they come to the table and count your dishes..."
Nam Kee Chicken Rice,201 Upper Thomson Rd Singapore 574343 Singapore ,574343,1.35187986898163,103.835173719394,[],Audrey L.,xyqnCAQsARyayfkl0dSNKg,"Cupertino, CA",4,3/11/2017,"Made me nostalgic for the chicken rice of the good old days. The owners and the no-frills interior of the restaurant harken back to the mom & pop street shop days. The chicken rice was also no-frills, just simply and quietly providing that fuzzy comforting feeling. Nothing more and nothing less was needed.Many tables seemed to be ordering the chestnut drink, so I figured why not. It was a refreshing complement to the lunch meal and helped to cool down from the blistering heat outside.The loofah vegetable dish was also very tasty (and as good as it looks in the Yelp photo), so definitely try that if you can!"
Nam Kee Chicken Rice,201 Upper Thomson Rd Singapore 574343 Singapore ,574343,1.35187986898163,103.835173719394,[],Mun Kiat K.,uS0DagEFXrBbuGBLJxzKGQ,"Singapore, Singapore",3,8/9/2012,"Not to be confused with the famous Wee Nam Kee found opposite Novena square/Velocity, Nam Kee is a traditional Hainanese chicken rice restaurant as well. I visited Nam Kee Chicken Rice as part of a birthday celebration of a family member. While the furnishings were old (round wooden tables and plastic chairs), the restaurant was air-conditioned. We were tended to by an elderly lady who spoke mandarin and dialect. Aside from the usual chicken rice, they served a variety of Chinese dishes, or ""zi char"" as Singaporeans term it. All the dishes have a home cooked feel and flavor. We ordered omelette with onion, ngoh hiang, half a chicken, sambal kang kong, stir fried broccoli. The chicken rice was not too oily and light tasting as well, which contributes to the making of good chicken rice.The total bill came up to be 60. Quick math revealed that it was roughly 8 to 9 dollars per pax for an especially filling meal (each had several extra bowls of rice). A word of advise is to not park at road beside the restaurant as it is usually filled up and narrow, not to mention that it is parallel parking. It would be better to park further ahead at the HDB nearby or even at Thomson Plaza before walking over"
Nam Kee Chicken Rice,201 Upper Thomson Rd Singapore 574343 Singapore ,574343,1.35187986898163,103.835173719394,[],Sheena T.,I0Ml519BP2Ya3-Ec5GgVgA,"Singapore, Singapore",2,8/20/2012,"Nam Kee Chicken Rice is a coffee shop with a simple and rather traditional set-up along Upper Thomson Road that has been known for its chicken rice for quite some time now. The first time I had it, I was not impressed but I returned a second time as my dad wanted to give it a try. They serve a variety of dishes besides the usual chicken and rice and we got a plate of fried kangkong in addition to the chicken rice. The crowd at Nam Kee Chicken Rice is rather misleading. One would think they do really great chicken rice judging from the number of people waiting for a table. Unfortunately, the chicken rice was not satisfactory the 2 times I've eaten there. While the chicken is nice and tender, the portion was really small for 2 people. The rice was what totally changed my impression of the stall. It was mushy and broken and the flavour was bland.I find Nam Kee Chicken Rice pretty over-rated. There are many better and possibly cheaper stalls out there."
Yahava KoffeeWorks,50 Tagore Ln #B1-02 Singapore 787494 Singapore ,787494,1.38347431370012,103.82841189804,"[('Mon', ['9:00 AM - 6:00 PM']), ('Tue', ['9:00 AM - 6:00 PM']), ('Wed', ['9:00 AM - 6:00 PM']), ('Thu', ['9:00 AM - 6:00 PM']), ('Fri', ['9:00 AM - 6:00 PM']), ('Sat', ['9:00 AM - 6:00 PM']), ('Sun', ['9:00 AM - 6:00 PM'])]",Maria P.,DvFz8y_bUxQrhUWQZDFdKw,"Singapore, Singapore",5,6/22/2016,"I have been working out of office for two days straight now to get some quiet time to plan and reflect. Yahava is one top of my list forcomfortable place to sit and do some  work while sipping great coffee. No other coffee place can beat them for the taste and price. Try anything on the list- I'm pretty sure that it will be great. They also supply beans to several others places so you can even buy some of the beans back home. The food/dessert offerings are alright. However, with Awfully Chocolate, Ice Cream Chef, and the hawker centre a stone throw away, I would prefer to just order coffee here. Since It's not easy to come here, the place doesn't get too crowded on most days. They don't offer free wifi or charging point (that I know of), so come with a fully charged laptop. Alternatively, just sit back, sip on the great coffee and read a book."
