rest_name,address,postal_code,latitude,longitude,opening,username,userid,user_location,user_rating,review_date,comment
The Bento People,2 Kallang Ave #02-17 Singapore 339407 Singapore ,339407,1.31215967710055,103.86294146611,"[('Mon', ['11:00 AM - 3:00 PM']), ('Tue', ['11:00 AM - 3:00 PM']), ('Wed', ['11:00 AM - 3:00 PM']), ('Thu', ['11:00 AM - 3:00 PM']), ('Fri', ['11:00 AM - 3:00 PM']), ('Sat', ['Closed']), ('Sun', ['Closed'])]",Saskia C.,-pgoWr-O1psJ6LCFkGV6KQ,"Singapore, Singapore",5,12/8/2015,"A little hidden gem for those who like to eat healthy ! To customize your Bento, you have to select 3 different items from various cuisines and flavors... from Mediterranean to Asian. I personally was delighted by the choice of vegetables and the 100% tricolor quinoa instead of the usual and unhealthy polished white rice. Please also try the raspberry soda! It's natural, not too sweet and fresh as it should be!"
The Dim Sum Place,791 North Bridge Rd Singapore 198759 Singapore ,198759,1.3040229427592,103.860131757318,"[('Mon', ['11:00 AM - 2:30 PM', '5:30 PM - 11:00 PM']), ('Tue', ['11:00 AM - 2:30 PM', '5:30 PM - 11:00 PM']), ('Wed', ['11:00 AM - 2:30 PM', '5:30 PM - 11:00 PM']), ('Thu', ['11:00 AM - 2:30 PM', '5:30 PM - 11:00 PM']), ('Fri', ['11:00 AM - 2:30 PM', '5:30 PM - 5:00 AM (Next day)']), ('Sat', ['11:00 AM - 2:30 PM', '5:30 PM - 5:00 AM (Next day)']), ('Sun', ['Closed'])]",Apu G.,kcynsHzrRRdZ-Y-5AmWOTg,"Clementi, Singapore, Singapore",4,12/9/2017,"Comparable in prices and quality to say Crystal Jade.Its calling card is the halal certification (while I was there, nearly every table had at least one Muslim-looking diner). So the pork in many of the classic dim sum dishes are substituted by some other meat like chicken or duck. You may or may not like this. I was perfectly fine with this."
The Dim Sum Place,791 North Bridge Rd Singapore 198759 Singapore ,198759,1.3040229427592,103.860131757318,"[('Mon', ['11:00 AM - 2:30 PM', '5:30 PM - 11:00 PM']), ('Tue', ['11:00 AM - 2:30 PM', '5:30 PM - 11:00 PM']), ('Wed', ['11:00 AM - 2:30 PM', '5:30 PM - 11:00 PM']), ('Thu', ['11:00 AM - 2:30 PM', '5:30 PM - 11:00 PM']), ('Fri', ['11:00 AM - 2:30 PM', '5:30 PM - 5:00 AM (Next day)']), ('Sat', ['11:00 AM - 2:30 PM', '5:30 PM - 5:00 AM (Next day)']), ('Sun', ['Closed'])]",Brian W.,ajMm_rBqbKYALu-I8-__Kg,"West Los Angeles, CA",3,8/2/2022,"Hard to complain, especially if you need a full halal selection. Chicken shu mai were pretty good and the har gow were, if nothing special by Singapore standards, at least not bad. Har cheung fun spent a bit too long soaking in the sauce and fell apart somewhat too easily.Randomly walked by earlier in the morning, about two hours later I walked by again and saw they had a decent crowd, ended up pleased enough by such a random discovery."
The Dim Sum Place,791 North Bridge Rd Singapore 198759 Singapore ,198759,1.3040229427592,103.860131757318,"[('Mon', ['11:00 AM - 2:30 PM', '5:30 PM - 11:00 PM']), ('Tue', ['11:00 AM - 2:30 PM', '5:30 PM - 11:00 PM']), ('Wed', ['11:00 AM - 2:30 PM', '5:30 PM - 11:00 PM']), ('Thu', ['11:00 AM - 2:30 PM', '5:30 PM - 11:00 PM']), ('Fri', ['11:00 AM - 2:30 PM', '5:30 PM - 5:00 AM (Next day)']), ('Sat', ['11:00 AM - 2:30 PM', '5:30 PM - 5:00 AM (Next day)']), ('Sun', ['Closed'])]",Ash T.,YFZLBlnojAFjdii1ufdNXA,"Palo Alto, CA",3,11/24/2018,"My cousin, who observes halal, wanted to come here with the family, so we checked it out. Pretty decent food, though the vibe was a bit strange. First all the servers had on this face mask that I believe was intended to prevent them from breathing on the food, but just made the place feel like a hospital. Also, there were a lot of staff standing along the walls with their hands behind their backs just watching the dining room. I suppose this may be more customary in Asian countries, but was a little offputting to me. I mean, who wants to be stared at while eating. Anyway, like I said, most of the good was pretty tasty and came out rather quickly. So all things considered, not too bad."
The Dim Sum Place,791 North Bridge Rd Singapore 198759 Singapore ,198759,1.3040229427592,103.860131757318,"[('Mon', ['11:00 AM - 2:30 PM', '5:30 PM - 11:00 PM']), ('Tue', ['11:00 AM - 2:30 PM', '5:30 PM - 11:00 PM']), ('Wed', ['11:00 AM - 2:30 PM', '5:30 PM - 11:00 PM']), ('Thu', ['11:00 AM - 2:30 PM', '5:30 PM - 11:00 PM']), ('Fri', ['11:00 AM - 2:30 PM', '5:30 PM - 5:00 AM (Next day)']), ('Sat', ['11:00 AM - 2:30 PM', '5:30 PM - 5:00 AM (Next day)']), ('Sun', ['Closed'])]",djamal a.,V1yTFyYFchZHWOqKdgejSw,"Beverly Hills, CA",5,10/20/2017,"This is a great dim sum place, especially if you would like a halal dim sum. Nothing here is disappointing."
The Dim Sum Place,791 North Bridge Rd Singapore 198759 Singapore ,198759,1.3040229427592,103.860131757318,"[('Mon', ['11:00 AM - 2:30 PM', '5:30 PM - 11:00 PM']), ('Tue', ['11:00 AM - 2:30 PM', '5:30 PM - 11:00 PM']), ('Wed', ['11:00 AM - 2:30 PM', '5:30 PM - 11:00 PM']), ('Thu', ['11:00 AM - 2:30 PM', '5:30 PM - 11:00 PM']), ('Fri', ['11:00 AM - 2:30 PM', '5:30 PM - 5:00 AM (Next day)']), ('Sat', ['11:00 AM - 2:30 PM', '5:30 PM - 5:00 AM (Next day)']), ('Sun', ['Closed'])]",Oz W.,j7mktgntlr4jGCsqSOsWuA,"Southlake, TX",2,2/20/2018,"Went here for dinner. Place was packed, so we put our name down and they told us to have a seat. After 25 minutes, the manager came up and said it's going to take a bit and thanked us for being patient. We asked for a menu so we could figure out what to order since we thought that would save some time. We were seated after about 40 minutes of waiting and were ready to order but took us at least 10-15 minutes before we could flag down a waiter. We ended up giving our order to the manager. About 5 minutes after we submitted our order, a party of 7 was seated at the table next to us. This is where it starts to go downhill. We are kept waiting and waiting. 15 minutes pass and no one has given us our drinks. 20 minutes after we submit our order, that party of 7 gets their drinks and snacks BEFORE us. We told the manager we wanted to walk but he convinced us and told us he would serve us personally. Our teas come out about 5 minutes after that. After about an hour of waiting our food finally comes out. It wasn't piping hot but more lukewarm at best. They also mentioned they ran out of certain items which we ordered. After our meal we complained to the front desk and waiters who basically stayed silent and didn't say a word. Very disappointing experience. They really need to work on their customer service. I know it gets really busy but don't ignore us after seating us. There is honestly better dim sum options in Singapore so I wouldn't recommend this place."
Seafood Paradise,30 Raffles Ave Singapore 039803 Singapore ,039803,1.28967817604306,103.863412595794,[],Rick M.,UMj2GV8W6pBoR_kETsdpdQ,"Salem, MA",4,3/29/2015,"I know this location is more of a tourist trap but our friends who are SG locals took us there for the Alaskan Chilli Crab dish since we were checking out Marina Bay Resort and I was doing some filmmaking work in that area anyway. We ordered the chilli crab AND the butter crab. Both dishes were fantastic! The chilli crab was super HOT and spicy and the butter crab flavor is to die for! Similar to eating New England lobster, you MUST wear a bib or your clothing will be destroyed! Especially with these delicious sauces splattering all over the place as you crack open the crab shells.I must say that even though it was pricey and you could probably find this dish elsewhere in S'pore... it was worth every penny trying this famous Singapore entrêe! While you're there take a spin on the Singapore Flyer ferris wheel and then walk over the Helix Bridge to Marina Bay Resort!"
Seafood Paradise,30 Raffles Ave Singapore 039803 Singapore ,039803,1.28967817604306,103.863412595794,[],Tyler L.,hN03Wim4nDQ-824277aEsQ,"Wanaque, NJ",4,10/19/2014,"Amazing seafood though a bit touristy and expensive due to the location. The atmosphere is very nice with a high quality feel and fish tanks. The outside is also quite nice as it is on the water. The chilli crab was phenominal. Very messy but the sauce was so spicy, flavorful, and delicious. Cracking it open and dunking in the sauce was fun and tasty. The only problem was the waitress hovering over us while we were eating and talking loudly awkwardly close. Delicious food with a corresponding price."
Seafood Paradise,30 Raffles Ave Singapore 039803 Singapore ,039803,1.28967817604306,103.863412595794,[],Deron H.,lzRy6x6CtCzTO266iUf5kQ,"Singapore, Singapore",4,2/16/2013,"Although it's not quite as good as the original location on Defu Road, this place is generally pretty solid. It has a nice vibe with a touch of elegance, and I love the wall of aquaria. I had a couple of minor service issues last time, but they are usually pretty attentive. The crab is pretty good, but if you have a crab craving you should go to Melben Seafood instead. I would highly recommend the coffee ribs, the egg yolk prawns, and the home made tofu."
Happy Chef Western Foods,465 Crawford Ln Singapore 190465 Singapore ,190465,1.30512319499862,103.86274639248,[],Charlynn K.,ZNyfGsIwsedPlpjmoaq3Eg,"Singapore, Singapore",4,12/22/2013,"I have always wanted to try Happy Chef but always got waylaid by the famous Bak Chor Mee stall next door.Finally, I got to try it.Made a trip down to eat the Bak Chor Mee but was dismayed to see that the queue was the longest that I've ever seen. Granted, that it was a Saturday afternoon, I have no one to blame but myself for not going down earlier at 11am.I decided not to wait 1 hour for my noodles and hence decided to try Happy Chef. Like, finally yeah!Verdict:- Chicken Chop - Portion was huge and worth every penny of your $6. Chicken was grilled to perfection, tender, juicy and delicious all at the same time. They were overly-generous with the sauce, but I like it that way. The fries were Long John Silver standard (crispy on outside, soft on the inside). However, my only gripe was that the sauce had a heavy BBQ taste which was too 'sweet' for me. I would prefer something more savoury, especially for my meats. The other side of mash potatoes was unique - sauce was homemade and went well with the potatoes. I felt the potatoes was not mashed enough and a tad lumpy.- Fish & Chip - The fish was fresh but the portion was of average size. Fries was good as usual and the coleslaw fresh. I absolutely hate it when hawkers serve 3-day-old coleslaw, thinking they can get away with it by refrigerating it.*Note that for both dishes, you are allowed to choose 2 sides.It is rather sad to see that this coffeeshop thrives on the booming business of Bak Chor Mee and Happy Chef. While Happy Chef may collect 'spillover' clientale from Bak Chor Mee (like me!), I know of some who will purposely make the trip down just to savour the chops. The lone popiah stall stands miserably empty and the hawkers were swatting flies inside. Pity though, but alas that's the way the cookie cumbles!Great western food but will not make a trip down just to patronise this stall. For Bak Chor Mee, yes I will."
